date,min,max,median,q1,q3,stdev,count
2025-07-05T00:00:00.000Z,0.86,41069.4,14.84,8.94,20.05,9458.98,24
2025-07-06T00:00:00.000Z,2.77,20.3,9.66,4.78,10.79,4.503,24
2025-07-07T00:00:00.000Z,3.08,15.46,9.02,5.04,12.53,3.99,24
2025-07-08T00:00:00.000Z,2.15,33.72,9.09,3.59,15.84,8.469,24
2025-07-09T00:00:00.000Z,8.92,60.1,17.07,14.07,24.52,14.939,24
2025-07-10T00:00:00.000Z,8.19,61.12,14.73,10.91,22.42,11.527,24
2025-07-11T00:00:00.000Z,5.13,25.24,9.94,6.22,13.18,5.206,24
2025-07-12T00:00:00.000Z,6.77,21.58,12.41,7.61,15.69,4.519,24
2025-07-13T00:00:00.000Z,5.38,31.43,14.73,7.6,18.57,7.405,24
2025-07-14T00:00:00.000Z,7.14,34.49,12.48,9.52,18.16,6.146,24
2025-07-15T00:00:00.000Z,6.08,27.94,9.24,7.7,18.94,7.041,24
2025-07-16T00:00:00.000Z,5.71,59291,16.48,9.27,23.71,12623.1,21
2025-07-17T00:00:00.000Z,3.84,32.72,9.69,6.49,16.76,8.354,24
2025-07-18T00:00:00.000Z,5.54,24.27,12.22,7.85,17.07,5.317,24
2025-07-19T00:00:00.000Z,4.4,22.17,10.08,4.75,17.84,6.08,10
2025-07-20T00:00:00.000Z,5.48,37.22,15.47,10.07,24.57,9.244,21
2025-07-21T00:00:00.000Z,14.3,33.38,21.05,16.34,24.95,5.819,24
2025-07-22T00:00:00.000Z,18.05,25.39,23.88,18.05,25.39,3.164,3
2025-07-29T00:00:00.000Z,9.31,30.08,16.47,12.22,19.97,5.723,12
2025-07-30T00:00:00.000Z,8.07,37.85,14,9.75,17.84,7.441,24
2025-07-31T00:00:00.000Z,1.97,22.78,7.15,4.26,11.24,5.893,24
2025-08-01T00:00:00.000Z,7.46,15307.1,26.53,14.32,7152.35,6277.6,13
2025-08-03T00:00:00.000Z,5.98,11.98,8.19,6.44,11.22,2.311,9
2025-08-04T00:00:00.000Z,0.87,12.07,5.55,1.73,8.3,3.56,24
2025-08-05T00:00:00.000Z,3.34,21.57,7.18,5.48,8.69,4.202,24
2025-08-06T00:00:00.000Z,8.1,19.43,11.83,9.17,14.01,3.423,24
2025-08-07T00:00:00.000Z,7.17,20.79,10.49,8.86,14.97,4.026,24
2025-08-08T00:00:00.000Z,6.5,71.16,15.29,8.53,22.9,13.962,24
2025-08-09T00:00:00.000Z,3.01,24.93,7.47,4.43,11.71,6.335,24
2025-08-10T00:00:00.000Z,2.24,24.15,7.67,4.09,13.2,6.473,24
2025-08-11T00:00:00.000Z,2.97,22839.9,7.93,4.4,21.41,4561.76,24
2025-08-12T00:00:00.000Z,4.93,27.35,13.02,10.95,17.71,5.862,24
2025-08-13T00:00:00.000Z,6.34,49.2,13.83,9.66,24.33,10.188,24
2025-08-14T00:00:00.000Z,8.42,54.11,22.19,13.67,27.16,10.727,24
2025-08-15T00:00:00.000Z,7.91,52.26,11.94,9.69,22.36,10.576,24
2025-08-16T00:00:00.000Z,12.02,38.47,24.73,19.98,29.8,6.22,24
2025-08-17T00:00:00.000Z,6.89,37.97,10.05,8.52,19.21,10.196,24
2025-08-18T00:00:00.000Z,2.52,29.27,7.52,3.37,15.16,7.963,24
2025-08-19T00:00:00.000Z,6.59,22.19,12.05,8.02,14.88,4.544,24
2025-08-20T00:00:00.000Z,8.48,34794.1,14.98,10.18,29.57,7412.38,24
2025-08-21T00:00:00.000Z,3.49,32.29,13.19,5.57,21.65,8.287,24
2025-08-22T00:00:00.000Z,4.51,45.65,12.85,6.66,25.73,12.021,24
2025-08-23T00:00:00.000Z,7.04,24.29,12.93,10.72,15.95,4.078,24
2025-08-24T00:00:00.000Z,6.9,32.14,14.87,12.78,18.94,6.544,24
2025-08-25T00:00:00.000Z,11.95,35.67,17.97,14.83,24.68,6.95,24
2025-08-26T00:00:00.000Z,11.43,42.98,16.14,13.32,23.31,8.189,24
2025-08-27T00:00:00.000Z,8.9,19.76,12.57,11.52,16.5,3.182,24
2025-08-28T00:00:00.000Z,8.46,26.55,14.86,12.02,18.25,4.734,24
2025-08-29T00:00:00.000Z,9.36,45.29,18.32,12.52,26.37,8.963,24
2025-08-30T00:00:00.000Z,5.82,86.34,17.16,12.65,29.23,16.775,24
